Product ID	Product Name	Category	Selling Price (₹)	MRP (₹)	Discount (%)	Rating	Reviews	Stock	SKU	Short Description	Featured	Deal Product
181	Women's Watch — Variant 2	Women	840	1679	50	4.1	237	229	AST-WOM-0181	Women's Watch — Variant 2 available on ASTOMITY.	No	Yes
182	Women's Tote Bag — Variant 2	Women	960	1749	45	4.2	7735	167	AST-WOM-0182	Women's Tote Bag — Variant 2 available on ASTOMITY.	No	Yes
183	Women's Kurti — Variant 3	Women	670	1219	45	4.1	7798	493	AST-WOM-0183	Women's Kurti — Variant 3 available on ASTOMITY.	No	Yes
184	Women's Saree — Variant 3	Women	1610	2149	25	4.3	17994	135	AST-WOM-0184	Women's Saree — Variant 3 available on ASTOMITY.	No	No
185	Women's Handbag — Variant 3	Women	3130	3909	20	4.7	4810	56	AST-WOM-0185	Women's Handbag — Variant 3 available on ASTOMITY.	No	No
186	Women's Dress — Variant 3	Women	760	949	20	4.6	19648	403	AST-WOM-0186	Women's Dress — Variant 3 available on ASTOMITY.	No	No
187	Women's Jeans — Variant 3	Women	1570	2249	30	4.4	15508	372	AST-WOM-0187	Women's Jeans — Variant 3 available on ASTOMITY.	No	Yes
188	Women's Top — Variant 3	Women	470	779	40	4.8	16549	296	AST-WOM-0188	Women's Top — Variant 3 available on ASTOMITY.	No	Yes
189	Women's Ethnic Set — Variant 3	Women	1880	3419	45	4.1	1456	475	AST-WOM-0189	Women's Ethnic Set — Variant 3 available on ASTOMITY.	No	Yes
190	Women's Sandals — Variant 3	Women	1040	1599	35	4.5	997	66	AST-WOM-0190	Women's Sandals — Variant 3 available on ASTOMITY.	No	Yes
191	Philips Mixer Grinder	Home & Kitchen	2850	3169	10	4.8	22179	440	AST-HOM-0191	Philips Mixer Grinder available on ASTOMITY.	No	No
192	Electric Kettle	Home & Kitchen	1240	1379	10	4.6	5890	260	AST-HOM-0192	Electric Kettle available on ASTOMITY.	No	No
193	Non-Stick Cookware Set	Home & Kitchen	2280	4149	45	4.7	6097	319	AST-HOM-0193	Non-Stick Cookware Set available on ASTOMITY.	No	Yes
194	Stainless Steel Bottle	Home & Kitchen	470	849	45	4.8	15551	198	AST-HOM-0194	Stainless Steel Bottle available on ASTOMITY.	No	Yes
195	Air Fryer	Home & Kitchen	4670	7179	35	4.3	3577	459	AST-HOM-0195	Air Fryer available on ASTOMITY.	No	Yes
196	Induction Cooktop	Home & Kitchen	1380	2119	35	4.3	16385	167	AST-HOM-0196	Induction Cooktop available on ASTOMITY.	No	Yes
197	Kitchen Storage Container Set	Home & Kitchen	760	1519	50	4	3035	181	AST-HOM-0197	Kitchen Storage Container Set available on ASTOMITY.	No	Yes
198	Dinner Set	Home & Kitchen	1360	2089	35	4.1	13394	462	AST-HOM-0198	Dinner Set available on ASTOMITY.	No	Yes
199	Bedsheet Set	Home & Kitchen	1720	1909	10	4.5	17929	256	AST-HOM-0199	Bedsheet Set available on ASTOMITY.	No	No
200	Cotton Pillow Set	Home & Kitchen	830	919	10	4.2	12004	338	AST-HOM-0200	Cotton Pillow Set available on ASTOMITY.	No	No
201	LED Table Lamp	Home & Kitchen	920	1669	45	4.6	6820	156	AST-HOM-0201	LED Table Lamp available on ASTOMITY.	No	Yes
202	Wall Clock	Home & Kitchen	800	999	20	4.7	14506	470	AST-HOM-0202	Wall Clock available on ASTOMITY.	No	No
203	Curtain Set	Home & Kitchen	1360	2479	45	4.1	20794	331	AST-HOM-0203	Curtain Set available on ASTOMITY.	No	Yes
204	Vacuum Cleaner	Home & Kitchen	7120	8899	20	4.2	598	302	AST-HOM-0204	Vacuum Cleaner available on ASTOMITY.	No	No
205	Water Purifier	Home & Kitchen	13050	15349	15	4.2	3867	256	AST-HOM-0205	Water Purifier available on ASTOMITY.	No	No
206	Philips Mixer Grinder — Variant 2	Home & Kitchen	2080	2599	20	4.4	23631	169	AST-HOM-0206	Philips Mixer Grinder — Variant 2 available on ASTOMITY.	No	No
207	Electric Kettle — Variant 2	Home & Kitchen	1400	1999	30	4.3	15960	261	AST-HOM-0207	Electric Kettle — Variant 2 available on ASTOMITY.	No	Yes
208	Non-Stick Cookware Set — Variant 2	Home & Kitchen	1510	2739	45	4.4	12719	117	AST-HOM-0208	Non-Stick Cookware Set — Variant 2 available on ASTOMITY.	No	Yes
209	Stainless Steel Bottle — Variant 2	Home & Kitchen	530	1059	50	4.6	4623	462	AST-HOM-0209	Stainless Steel Bottle — Variant 2 available on ASTOMITY.	No	Yes
210	Air Fryer — Variant 2	Home & Kitchen	2600	3709	30	4.6	13746	194	AST-HOM-0210	Air Fryer — Variant 2 available on ASTOMITY.	No	Yes
211	Induction Cooktop — Variant 2	Home & Kitchen	2720	3889	30	4.7	9418	391	AST-HOM-0211	Induction Cooktop — Variant 2 available on ASTOMITY.	No	Yes
212	Kitchen Storage Container Set — Variant 2	Home & Kitchen	690	1259	45	4.7	14782	295	AST-HOM-0212	Kitchen Storage Container Set — Variant 2 available on ASTOMITY.	No	Yes
213	Dinner Set — Variant 2	Home & Kitchen	2120	3269	35	4.3	17957	213	AST-HOM-0213	Dinner Set — Variant 2 available on ASTOMITY.	No	Yes
214	Bedsheet Set — Variant 2	Home & Kitchen	1140	1759	35	4.7	23005	142	AST-HOM-0214	Bedsheet Set — Variant 2 available on ASTOMITY.	No	Yes
215	Cotton Pillow Set — Variant 2	Home & Kitchen	680	1129	40	4.2	13610	42	AST-HOM-0215	Cotton Pillow Set — Variant 2 available on ASTOMITY.	No	Yes
216	LED Table Lamp — Variant 2	Home & Kitchen	660	1209	45	4.6	12642	217	AST-HOM-0216	LED Table Lamp — Variant 2 available on ASTOMITY.	No	Yes
217	Wall Clock — Variant 2	Home & Kitchen	910	1139	20	4.4	1363	84	AST-HOM-0217	Wall Clock — Variant 2 available on ASTOMITY.	No	No
218	Curtain Set — Variant 2	Home & Kitchen	1290	1979	35	4.7	14577	71	AST-HOM-0218	Curtain Set — Variant 2 available on ASTOMITY.	No	Yes
219	Vacuum Cleaner — Variant 2	Home & Kitchen	8120	14769	45	4	4873	229	AST-HOM-0219	Vacuum Cleaner — Variant 2 available on ASTOMITY.	No	Yes
220	Water Purifier — Variant 2	Home & Kitchen	8640	10159	15	4.4	8834	193	AST-HOM-0220	Water Purifier — Variant 2 available on ASTOMITY.	No	No
221	Philips Mixer Grinder — Variant 3	Home & Kitchen	3420	4029	15	4.7	22247	459	AST-HOM-0221	Philips Mixer Grinder — Variant 3 available on ASTOMITY.	No	No
222	Electric Kettle — Variant 3	Home & Kitchen	1240	2059	40	4.8	20688	387	AST-HOM-0222	Electric Kettle — Variant 3 available on ASTOMITY.	No	Yes
223	Non-Stick Cookware Set — Variant 3	Home & Kitchen	1990	3989	50	4	2392	140	AST-HOM-0223	Non-Stick Cookware Set — Variant 3 available on ASTOMITY.	No	Yes
224	Stainless Steel Bottle — Variant 3	Home & Kitchen	770	1099	30	4.8	24620	66	AST-HOM-0224	Stainless Steel Bottle — Variant 3 available on ASTOMITY.	No	Yes
225	Air Fryer — Variant 3	Home & Kitchen	6320	7439	15	4.6	23215	466	AST-HOM-0225	Air Fryer — Variant 3 available on ASTOMITY.	No	No
226	Induction Cooktop — Variant 3	Home & Kitchen	990	1809	45	4.1	9962	482	AST-HOM-0226	Induction Cooktop — Variant 3 available on ASTOMITY.	No	Yes
227	Kitchen Storage Container Set — Variant 3	Home & Kitchen	510	569	10	4.3	1988	170	AST-HOM-0227	Kitchen Storage Container Set — Variant 3 available on ASTOMITY.	No	No
228	Dinner Set — Variant 3	Home & Kitchen	1710	2629	35	4.3	8151	291	AST-HOM-0228	Dinner Set — Variant 3 available on ASTOMITY.	No	Yes
229	Wild Stone Code Perfume	Beauty	740	919	20	4.1	2737	332	AST-BEA-0229	Wild Stone Code Perfume available on ASTOMITY.	No	No
230	Face Wash	Beauty	330	439	25	4.4	19258	93	AST-BEA-0230	Face Wash available on ASTOMITY.	No	No
231	Moisturizer	Beauty	300	539	45	4.5	15209	150	AST-BEA-0231	Moisturizer available on ASTOMITY.	No	Yes
232	Sunscreen SPF 50	Beauty	1030	1149	10	4.7	15395	481	AST-BEA-0232	Sunscreen SPF 50 available on ASTOMITY.	No	No
233	Shampoo	Beauty	300	609	50	4.1	14624	196	AST-BEA-0233	Shampoo available on ASTOMITY.	No	Yes
234	Conditioner	Beauty	380	629	40	4.6	15119	452	AST-BEA-0234	Conditioner available on ASTOMITY.	No	Yes
235	Body Lotion	Beauty	290	389	25	4.8	15983	74	AST-BEA-0235	Body Lotion available on ASTOMITY.	No	No
236	Lip Balm	Beauty	150	249	40	4.5	18985	171	AST-BEA-0236	Lip Balm available on ASTOMITY.	No	Yes
237	Face Serum	Beauty	830	1189	30	4	21718	222	AST-BEA-0237	Face Serum available on ASTOMITY.	No	Yes
238	Makeup Kit	Beauty	1170	1299	10	4.5	22622	418	AST-BEA-0238	Makeup Kit available on ASTOMITY.	No	No
239	Beard Grooming Kit	Beauty	340	619	45	4.7	9528	417	AST-BEA-0239	Beard Grooming Kit available on ASTOMITY.	No	Yes
240	Hair Dryer	Beauty	1410	2169	35	4.2	6380	337	AST-BEA-0240	Hair Dryer available on ASTOMITY.	No	Yes
241	Electric Trimmer	Beauty	1150	1439	20	4.5	20710	350	AST-BEA-0241	Electric Trimmer available on ASTOMITY.	No	No
242	Nail Care Kit	Beauty	170	249	30	4.6	1243	316	AST-BEA-0242	Nail Care Kit available on ASTOMITY.	No	Yes
243	Bath & Body Gift Set	Beauty	1060	1329	20	4.1	9820	187	AST-BEA-0243	Bath & Body Gift Set available on ASTOMITY.	No	No
244	Wild Stone Code Perfume — Variant 2	Beauty	740	929	20	4.2	17825	468	AST-BEA-0244	Wild Stone Code Perfume — Variant 2 available on ASTOMITY.	No	No
245	Face Wash — Variant 2	Beauty	210	429	50	4.4	9080	445	AST-BEA-0245	Face Wash — Variant 2 available on ASTOMITY.	No	Yes
246	Moisturizer — Variant 2	Beauty	320	459	30	4.7	15939	432	AST-BEA-0246	Moisturizer — Variant 2 available on ASTOMITY.	No	Yes
247	Sunscreen SPF 50 — Variant 2	Beauty	430	669	35	4.6	15496	58	AST-BEA-0247	Sunscreen SPF 50 — Variant 2 available on ASTOMITY.	No	Yes
248	Shampoo — Variant 2	Beauty	320	429	25	4.7	23881	365	AST-BEA-0248	Shampoo — Variant 2 available on ASTOMITY.	No	No
249	Conditioner — Variant 2	Beauty	370	749	50	4.3	13079	27	AST-BEA-0249	Conditioner — Variant 2 available on ASTOMITY.	No	Yes
250	Body Lotion — Variant 2	Beauty	180	359	50	4.1	12227	364	AST-BEA-0250	Body Lotion — Variant 2 available on ASTOMITY.	No	Yes
251	Lip Balm — Variant 2	Beauty	160	259	40	4.7	12322	75	AST-BEA-0251	Lip Balm — Variant 2 available on ASTOMITY.	No	Yes
252	Face Serum — Variant 2	Beauty	870	1159	25	4.4	20451	472	AST-BEA-0252	Face Serum — Variant 2 available on ASTOMITY.	No	No
253	Makeup Kit — Variant 2	Beauty	1320	2029	35	4.7	7403	351	AST-BEA-0253	Makeup Kit — Variant 2 available on ASTOMITY.	No	Yes
254	Beard Grooming Kit — Variant 2	Beauty	360	659	45	4.7	10052	352	AST-BEA-0254	Beard Grooming Kit — Variant 2 available on ASTOMITY.	No	Yes
255	Hair Dryer — Variant 2	Beauty	2620	3089	15	4.1	1369	175	AST-BEA-0255	Hair Dryer — Variant 2 available on ASTOMITY.	No	No
256	Electric Trimmer — Variant 2	Beauty	1750	2059	15	4.1	17764	89	AST-BEA-0256	Electric Trimmer — Variant 2 available on ASTOMITY.	No	No
257	Nail Care Kit — Variant 2	Beauty	380	689	45	4.3	24501	376	AST-BEA-0257	Nail Care Kit — Variant 2 available on ASTOMITY.	No	Yes
258	Bath & Body Gift Set — Variant 2	Beauty	1070	1779	40	4.5	23959	99	AST-BEA-0258	Bath & Body Gift Set — Variant 2 available on ASTOMITY.	No	Yes
259	Wild Stone Code Perfume — Variant 3	Beauty	790	929	15	4.7	20323	228	AST-BEA-0259	Wild Stone Code Perfume — Variant 3 available on ASTOMITY.	No	No
260	Face Wash — Variant 3	Beauty	330	369	10	4.6	7269	247	AST-BEA-0260	Face Wash — Variant 3 available on ASTOMITY.	No	No
261	Moisturizer — Variant 3	Beauty	610	809	25	4.7	3405	371	AST-BEA-0261	Moisturizer — Variant 3 available on ASTOMITY.	No	No
262	Sunscreen SPF 50 — Variant 3	Beauty	380	769	50	4.7	21279	203	AST-BEA-0262	Sunscreen SPF 50 — Variant 3 available on ASTOMITY.	No	Yes
263	Shampoo — Variant 3	Beauty	190	319	40	4.2	4152	454	AST-BEA-0263	Shampoo — Variant 3 available on ASTOMITY.	No	Yes
264	Conditioner — Variant 3	Beauty	700	829	15	4.5	21177	347	AST-BEA-0264	Conditioner — Variant 3 available on ASTOMITY.	No	No
265	Body Lotion — Variant 3	Beauty	520	579	10	4	11078	144	AST-BEA-0265	Body Lotion — Variant 3 available on ASTOMITY.	No	No
266	Basmati Rice 5kg	Grocery	360	479	25	4.1	18310	126	AST-GRO-0266	Basmati Rice 5kg available on ASTOMITY.	No	No
267	Wheat Flour 5kg	Grocery	320	429	25	4.7	7784	188	AST-GRO-0267	Wheat Flour 5kg available on ASTOMITY.	No	No
268	Toor Dal 1kg	Grocery	200	249	20	4.6	19679	21	AST-GRO-0268	Toor Dal 1kg available on ASTOMITY.	No	No
269	Moong Dal 1kg	Grocery	130	159	20	4.8	17851	148	AST-GRO-0269	Moong Dal 1kg available on ASTOMITY.	No	No
270	Sugar 5kg	Grocery	190	219	15	4.5	994	87	AST-GRO-0270	Sugar 5kg available on ASTOMITY.	No	No
271	Salt 1kg	Grocery	50	20	35	4.6	7946	321	AST-GRO-0271	Salt 1kg available on ASTOMITY.	No	Yes
272	Refined Cooking Oil 1L	Grocery	130	149	10	4.1	1867	84	AST-GRO-0272	Refined Cooking Oil 1L available on ASTOMITY.	No	No
273	Mustard Oil 1L	Grocery	140	239	40	4.4	24583	52	AST-GRO-0273	Mustard Oil 1L available on ASTOMITY.	No	Yes
274	Tea 500g	Grocery	190	349	45	4.6	16967	323	AST-GRO-0274	Tea 500g available on ASTOMITY.	No	Yes
275	Coffee 200g	Grocery	110	209	45	4.4	20305	42	AST-GRO-0275	Coffee 200g available on ASTOMITY.	No	Yes
276	Biscuits Family Pack	Grocery	180	259	30	4.4	1170	51	AST-GRO-0276	Biscuits Family Pack available on ASTOMITY.	No	Yes
277	Corn Flakes	Grocery	180	299	40	4.3	3687	271	AST-GRO-0277	Corn Flakes available on ASTOMITY.	No	Yes
278	Peanut Butter	Grocery	230	419	45	4.1	2797	184	AST-GRO-0278	Peanut Butter available on ASTOMITY.	No	Yes
279	Dry Fruits Combo	Grocery	940	1169	20	4.1	9161	339	AST-GRO-0279	Dry Fruits Combo available on ASTOMITY.	No	No
280	Spices Combo Pack	Grocery	300	599	50	4.6	12631	325	AST-GRO-0280	Spices Combo Pack available on ASTOMITY.	No	Yes
281	Basmati Rice 5kg — Variant 2	Grocery	510	729	30	4.4	19988	240	AST-GRO-0281	Basmati Rice 5kg — Variant 2 available on ASTOMITY.	No	Yes
282	Wheat Flour 5kg — Variant 2	Grocery	240	279	15	4.7	21479	469	AST-GRO-0282	Wheat Flour 5kg — Variant 2 available on ASTOMITY.	No	No
283	Toor Dal 1kg — Variant 2	Grocery	120	249	50	4.6	7195	240	AST-GRO-0283	Toor Dal 1kg — Variant 2 available on ASTOMITY.	No	Yes
284	Moong Dal 1kg — Variant 2	Grocery	140	189	25	4.3	15010	224	AST-GRO-0284	Moong Dal 1kg — Variant 2 available on ASTOMITY.	No	No
285	Sugar 5kg — Variant 2	Grocery	220	259	15	4.3	10390	360	AST-GRO-0285	Sugar 5kg — Variant 2 available on ASTOMITY.	No	No
286	Salt 1kg — Variant 2	Grocery	50	40	35	4.8	22655	492	AST-GRO-0286	Salt 1kg — Variant 2 available on ASTOMITY.	No	Yes
287	Refined Cooking Oil 1L — Variant 2	Grocery	140	169	15	4.1	2947	67	AST-GRO-0287	Refined Cooking Oil 1L — Variant 2 available on ASTOMITY.	No	No
288	Mustard Oil 1L — Variant 2	Grocery	160	189	15	4.6	12360	435	AST-GRO-0288	Mustard Oil 1L — Variant 2 available on ASTOMITY.	No	No
289	Tea 500g — Variant 2	Grocery	120	239	50	4	18552	307	AST-GRO-0289	Tea 500g — Variant 2 available on ASTOMITY.	No	Yes
290	Coffee 200g — Variant 2	Grocery	300	359	15	4.3	21951	404	AST-GRO-0290	Coffee 200g — Variant 2 available on ASTOMITY.	No	No
291	Biscuits Family Pack — Variant 2	Grocery	210	229	10	4.8	19824	179	AST-GRO-0291	Biscuits Family Pack — Variant 2 available on ASTOMITY.	No	No
292	Corn Flakes — Variant 2	Grocery	220	259	15	4.5	7121	99	AST-GRO-0292	Corn Flakes — Variant 2 available on ASTOMITY.	No	No
293	Peanut Butter — Variant 2	Grocery	220	409	45	4.2	3696	199	AST-GRO-0293	Peanut Butter — Variant 2 available on ASTOMITY.	No	Yes
294	Dry Fruits Combo — Variant 2	Grocery	720	1109	35	4.1	9278	313	AST-GRO-0294	Dry Fruits Combo — Variant 2 available on ASTOMITY.	No	Yes
295	Spices Combo Pack — Variant 2	Grocery	200	339	40	4.7	20522	334	AST-GRO-0295	Spices Combo Pack — Variant 2 available on ASTOMITY.	No	Yes
296	Basmati Rice 5kg — Variant 3	Grocery	410	829	50	4	21705	444	AST-GRO-0296	Basmati Rice 5kg — Variant 3 available on ASTOMITY.	No	Yes
297	Wheat Flour 5kg — Variant 3	Grocery	330	469	30	4	9104	379	AST-GRO-0297	Wheat Flour 5kg — Variant 3 available on ASTOMITY.	No	Yes
298	Toor Dal 1kg — Variant 3	Grocery	170	249	30	4.7	11652	23	AST-GRO-0298	Toor Dal 1kg — Variant 3 available on ASTOMITY.	No	Yes
299	Moong Dal 1kg — Variant 3	Grocery	110	139	20	4.5	13282	55	AST-GRO-0299	Moong Dal 1kg — Variant 3 available on ASTOMITY.	No	No
300	Sugar 5kg — Variant 3	Grocery	200	219	10	4.1	17532	130	AST-GRO-0300	Sugar 5kg — Variant 3 available on ASTOMITY.	No	No
301	Salt 1kg — Variant 3	Grocery	50	50	40	4.4	5307	209	AST-GRO-0301	Salt 1kg — Variant 3 available on ASTOMITY.	No	Yes
302	Refined Cooking Oil 1L — Variant 3	Grocery	90	139	35	4.6	18748	325	AST-GRO-0302	Refined Cooking Oil 1L — Variant 3 available on ASTOMITY.	No	Yes
303	Football	Sports	550	609	10	4.1	24871	336	AST-SPO-0303	Football available on ASTOMITY.	No	No
304	Cricket Bat	Sports	1100	1299	15	4.2	21840	237	AST-SPO-0304	Cricket Bat available on ASTOMITY.	No	No
305	Cricket Ball Pack	Sports	500	919	45	4.3	7213	406	AST-SPO-0305	Cricket Ball Pack available on ASTOMITY.	No	Yes
306	Badminton Racket	Sports	2820	3319	15	4.3	3783	165	AST-SPO-0306	Badminton Racket available on ASTOMITY.	No	No
307	Badminton Shuttle Pack	Sports	340	629	45	4.4	10256	43	AST-SPO-0307	Badminton Shuttle Pack available on ASTOMITY.	No	Yes
308	Table Tennis Set	Sports	580	959	40	4.8	1945	23	AST-SPO-0308	Table Tennis Set available on ASTOMITY.	No	Yes
309	Yoga Mat	Sports	640	919	30	4.8	4646	411	AST-SPO-0309	Yoga Mat available on ASTOMITY.	No	Yes
310	Resistance Band Set	Sports	430	619	30	4.3	403	274	AST-SPO-0310	Resistance Band Set available on ASTOMITY.	No	Yes
311	Skipping Rope	Sports	370	619	40	4.1	12608	292	AST-SPO-0311	Skipping Rope available on ASTOMITY.	No	Yes
312	Dumbbell Pair	Sports	1800	2399	25	4.4	22040	432	AST-SPO-0312	Dumbbell Pair available on ASTOMITY.	No	No
313	Gym Gloves	Sports	640	749	15	4.3	24465	41	AST-SPO-0313	Gym Gloves available on ASTOMITY.	No	No
314	Sports Water Bottle	Sports	760	849	10	4.4	2701	461	AST-SPO-0314	Sports Water Bottle available on ASTOMITY.	No	No
315	Cycling Helmet	Sports	960	1599	40	4.5	23398	347	AST-SPO-0315	Cycling Helmet available on ASTOMITY.	No	Yes
316	Running Cap	Sports	320	459	30	4.1	833	186	AST-SPO-0316	Running Cap available on ASTOMITY.	No	Yes
317	Sports Backpack	Sports	560	1029	45	4.7	12007	65	AST-SPO-0317	Sports Backpack available on ASTOMITY.	No	Yes
318	Football — Variant 2	Sports	1280	1509	15	4.2	19446	225	AST-SPO-0318	Football — Variant 2 available on ASTOMITY.	No	No
319	Cricket Bat — Variant 2	Sports	960	1599	40	4.7	24588	193	AST-SPO-0319	Cricket Bat — Variant 2 available on ASTOMITY.	No	Yes
320	Cricket Ball Pack — Variant 2	Sports	380	579	35	4.6	2652	281	AST-SPO-0320	Cricket Ball Pack — Variant 2 available on ASTOMITY.	No	Yes
321	Badminton Racket — Variant 2	Sports	3350	3939	15	4.4	6503	483	AST-SPO-0321	Badminton Racket — Variant 2 available on ASTOMITY.	No	No
322	Badminton Shuttle Pack — Variant 2	Sports	450	689	35	4.3	21299	437	AST-SPO-0322	Badminton Shuttle Pack — Variant 2 available on ASTOMITY.	No	Yes
323	Table Tennis Set — Variant 2	Sports	580	769	25	4.1	8537	121	AST-SPO-0323	Table Tennis Set — Variant 2 available on ASTOMITY.	No	No
324	Yoga Mat — Variant 2	Sports	670	839	20	4.6	21629	58	AST-SPO-0324	Yoga Mat — Variant 2 available on ASTOMITY.	No	No
325	Resistance Band Set — Variant 2	Sports	280	519	45	4.4	18622	409	AST-SPO-0325	Resistance Band Set — Variant 2 available on ASTOMITY.	No	Yes
326	Skipping Rope — Variant 2	Sports	280	519	45	4.5	18647	349	AST-SPO-0326	Skipping Rope — Variant 2 available on ASTOMITY.	No	Yes
327	Dumbbell Pair — Variant 2	Sports	1440	2219	35	4.7	20702	181	AST-SPO-0327	Dumbbell Pair — Variant 2 available on ASTOMITY.	No	Yes
328	Gym Gloves — Variant 2	Sports	270	489	45	4.1	14640	343	AST-SPO-0328	Gym Gloves — Variant 2 available on ASTOMITY.	No	Yes
329	Sports Water Bottle — Variant 2	Sports	480	679	30	4.5	11682	279	AST-SPO-0329	Sports Water Bottle — Variant 2 available on ASTOMITY.	No	Yes
330	Cycling Helmet — Variant 2	Sports	680	979	30	4.4	1382	49	AST-SPO-0330	Cycling Helmet — Variant 2 available on ASTOMITY.	No	Yes
331	Running Cap — Variant 2	Sports	300	429	30	4.1	3108	334	AST-SPO-0331	Running Cap — Variant 2 available on ASTOMITY.	No	Yes
332	Sports Backpack — Variant 2	Sports	1060	2119	50	4.3	19166	303	AST-SPO-0332	Sports Backpack — Variant 2 available on ASTOMITY.	No	Yes
333	Football — Variant 3	Sports	270	499	45	4.7	18882	353	AST-SPO-0333	Football — Variant 3 available on ASTOMITY.	No	Yes
334	Cricket Bat — Variant 3	Sports	1770	2719	35	4.5	16578	97	AST-SPO-0334	Cricket Bat — Variant 3 available on ASTOMITY.	No	Yes
335	Cricket Ball Pack — Variant 3	Sports	200	369	45	4.1	11403	385	AST-SPO-0335	Cricket Ball Pack — Variant 3 available on ASTOMITY.	No	Yes
336	Badminton Racket — Variant 3	Sports	560	1129	50	4.5	1432	146	AST-SPO-0336	Badminton Racket — Variant 3 available on ASTOMITY.	No	Yes
337	Badminton Shuttle Pack — Variant 3	Sports	360	649	45	4.8	17322	287	AST-SPO-0337	Badminton Shuttle Pack — Variant 3 available on ASTOMITY.	No	Yes
338	Table Tennis Set — Variant 3	Sports	1570	1959	20	4.3	9419	218	AST-SPO-0338	Table Tennis Set — Variant 3 available on ASTOMITY.	No	No
339	Yoga Mat — Variant 3	Sports	940	1439	35	4.5	1865	424	AST-SPO-0339	Yoga Mat — Variant 3 available on ASTOMITY.	No	Yes
340	Atomic Habits — James Clear	Books	320	499	35	4.1	3246	305	AST-BOO-0340	Atomic Habits — James Clear available on ASTOMITY.	No	Yes
341	The Psychology of Money	Books	240	409	40	4.2	23865	456	AST-BOO-0341	The Psychology of Money available on ASTOMITY.	No	Yes
342	Rich Dad Poor Dad	Books	330	409	20	4.3	19245	359	AST-BOO-0342	Rich Dad Poor Dad available on ASTOMITY.	No	No
343	Ikigai	Books	160	239	35	4.2	21647	377	AST-BOO-0343	Ikigai available on ASTOMITY.	No	Yes
344	Deep Work	Books	400	499	20	4.5	2926	178	AST-BOO-0344	Deep Work available on ASTOMITY.	No	No
345	Think and Grow Rich	Books	190	319	40	4.5	10913	436	AST-BOO-0345	Think and Grow Rich available on ASTOMITY.	No	Yes
346	The Alchemist	Books	90	189	50	4.1	22119	236	AST-BOO-0346	The Alchemist available on ASTOMITY.	No	Yes
347	Wings of Fire	Books	230	359	35	4	10270	112	AST-BOO-0347	Wings of Fire available on ASTOMITY.	No	Yes
348	Python Programming Guide	Books	750	999	25	4.3	16084	118	AST-BOO-0348	Python Programming Guide available on ASTOMITY.	No	No
349	Data Structures Handbook	Books	350	439	20	4.1	9842	452	AST-BOO-0349	Data Structures Handbook available on ASTOMITY.	No	No
350	Digital Marketing Guide	Books	680	799	15	4.4	17837	447	AST-BOO-0350	Digital Marketing Guide available on ASTOMITY.	No	No
351	Java Programming	Books	430	869	50	4	11185	468	AST-BOO-0351	Java Programming available on ASTOMITY.	No	Yes
352	Web Development Handbook	Books	630	789	20	4.5	5204	103	AST-BOO-0352	Web Development Handbook available on ASTOMITY.	No	No
353	English Grammar Guide	Books	250	309	20	4.6	1581	230	AST-BOO-0353	English Grammar Guide available on ASTOMITY.	No	No
354	Competitive Aptitude Book	Books	360	479	25	4.8	20157	165	AST-BOO-0354	Competitive Aptitude Book available on ASTOMITY.	No	No
355	Atomic Habits — James Clear — Variant 2	Books	300	539	45	4.2	7987	178	AST-BOO-0355	Atomic Habits — James Clear — Variant 2 available on ASTOMITY.	No	Yes
356	The Psychology of Money — Variant 2	Books	270	499	45	4.7	6507	208	AST-BOO-0356	The Psychology of Money — Variant 2 available on ASTOMITY.	No	Yes
357	Rich Dad Poor Dad — Variant 2	Books	220	409	45	4.4	9383	418	AST-BOO-0357	Rich Dad Poor Dad — Variant 2 available on ASTOMITY.	No	Yes
358	Ikigai — Variant 2	Books	160	319	50	4.4	5460	438	AST-BOO-0358	Ikigai — Variant 2 available on ASTOMITY.	No	Yes
359	Deep Work — Variant 2	Books	300	369	20	4.7	1859	348	AST-BOO-0359	Deep Work — Variant 2 available on ASTOMITY.	No	No
360	Think and Grow Rich — Variant 2	Books	190	299	35	4.4	3511	384	AST-BOO-0360	Think and Grow Rich — Variant 2 available on ASTOMITY.	No	Yes
361	The Alchemist — Variant 2	Books	260	309	15	4.2	5403	159	AST-BOO-0361	The Alchemist — Variant 2 available on ASTOMITY.	No	No
362	Wings of Fire — Variant 2	Books	170	339	50	4.1	14485	66	AST-BOO-0362	Wings of Fire — Variant 2 available on ASTOMITY.	No	Yes
363	Python Programming Guide — Variant 2	Books	750	999	25	4.7	11605	496	AST-BOO-0363	Python Programming Guide — Variant 2 available on ASTOMITY.	No	No
364	Data Structures Handbook — Variant 2	Books	180	309	40	4	16599	211	AST-BOO-0364	Data Structures Handbook — Variant 2 available on ASTOMITY.	No	Yes
365	Digital Marketing Guide — Variant 2	Books	270	449	40	4.8	12435	134	AST-BOO-0365	Digital Marketing Guide — Variant 2 available on ASTOMITY.	No	Yes
366	Java Programming — Variant 2	Books	260	409	35	4.7	23569	352	AST-BOO-0366	Java Programming — Variant 2 available on ASTOMITY.	No	Yes
367	Web Development Handbook — Variant 2	Books	410	509	20	4.1	9550	489	AST-BOO-0367	Web Development Handbook — Variant 2 available on ASTOMITY.	No	No
368	English Grammar Guide — Variant 2	Books	400	499	20	4.6	15521	249	AST-BOO-0368	English Grammar Guide — Variant 2 available on ASTOMITY.	No	No
